X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
124.652375734483,8.47696698986428,"5374162626",node,9.375,pharmacy,,Save More Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,55918789,1,2018/01/31 05:10:38+00,a741714a9aa24fa38ea7111346901c34
124.649974151586,8.47738398954718,"5374162624",node,15.625,pharmacy,,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,J.R. Borja Street,"9000",,91076024,2,2020/09/18 01:11:25+00,8ef1942964df402fa84ed73548a086ca
120.926088025918,14.4519603989984,"5374272721",node,21.875,hospital,hospital,Binakayan Hospital and Medical Center,,,,,,,,,,,,,,,,,,,,,Covelandia Road,"4104",Kawit,100727002,2,2021/03/09 18:09:27+00,ec382134a43a43fa95a8fa48359d9613
120.974486727404,14.6082205318249,"5377045523",node,9.375,clinic,,Bio millenium Diagnostic,,,,,,,,,,,,,,,,,,,,,,,,55953812,1,2018/02/01 03:38:33+00,d886c7c0821f4bb9b16b8a065b5b801a
121.010617340129,14.4330764740627,"5377058829",node,12.5,dentist,dentist,Dental Focus,,,,,,,,,,,,,,,,,,,,,,,,55954408,2,2018/02/01 04:22:26+00,9aacc5e9a8de495c8dbe114c38b430b0
121.010521451156,14.4329444590877,"5377058833",node,12.5,dentist,dentist,Dentista,,,,,,,,,,,,,,,,,,,,,,,,55954408,2,2018/02/01 04:22:27+00,9661dddd2682481b88a638c82584d7a9
121.010596553009,14.43304034806,"5377058830",node,12.5,clinic,clinic,Shimmian,,,,,,,,,,,,,,,,,,,,,,,,55954408,2,2018/02/01 04:22:26+00,1eb8a8da377b43e0913439e3dadd3c50
121.010493539419,14.4329014599244,"5377058834",node,12.5,clinic,clinic,Nisce Skin N Face,,,,,,,,,,,,,,,,,,,,,,,,55954408,2,2018/02/01 04:22:27+00,22fc6a5a8b6e4c348c528dfe2302f77f
121.010546345409,14.4329760588627,"5377058832",node,12.5,clinic,clinic,Dermstrata,,,,,,,,,,,,,,,,,,,,,,,,55954408,2,2018/02/01 04:22:26+00,afd0061dc16741a18528e5fc2873fa5a
126.051639921433,9.7574632968834,"5382350022",node,12.5,clinic,clinic,Jdc clinic,,,,,,,,,,,,,,,,,,,,,,,,114952496,2,2021/12/15 07:58:27+00,8277774b7da94245acf210fa1e84faef
123.945486673059,10.2802454476626,"5385358124",node,9.375,clinic,,Babag Health Center,,,,,,,,,,,,,,,,,,,,,,,,56050451,1,2018/02/04 10:32:13+00,ccf58e669fab4f2b8025b489587cd1a6
121.318162359515,14.0719591910953,"5387141621",node,21.875,doctors,doctor,Mary Kristine B. Ciabal Children & Rheumatology Clinic,,,,,,"Mo-We, Fr-Sa 09:00-18:00",,,,,,,,,,,,,,,Manuel Quezon Avenue,"4000",,79874907,2,2020/01/21 19:43:47+00,c9f24615f0ab4429ae7e5eba2fdf3ab4
121.117774021051,14.5767228484414,"5391462321",node,25,doctors,,Clinica Dumo,Artemio Dumo Jr.,,paediatrics,,,Mo-Sa 06:30-16:30,,,,,,,,,,,,,,,A. Bonifacio Avenue,"1900",,138698769,5,2023/07/19 06:37:33+00,4d7ca064f92e43dfad8bbb2e135d5b14
124.69102955152,11.3007597610346,"5395330413",node,9.375,pharmacy,,Generika Drugstore,,,,,,,,,,,,,,,,,,,,,,,,57032709,4,2018/03/09 13:42:46+00,ae84e721f34544d0a36e027fa956c2bb
124.690378361462,11.3008751798413,"5395331322",node,9.375,clinic,,Hailey's Clinic,,,,,,,,,,,,,,,,,,,,,,,,57032709,3,2018/03/09 13:42:46+00,e88908da8cfd4beead0a9d455a6e65e2
,,"171015510",way,9.375,doctors,,St. John Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,108961808,2,2021/08/01 04:33:01+00,644d05f66e8e4f01bf02b6ba754ef235
124.689694481982,11.3013117931776,"5397856503",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,4,2018/10/08 03:05:00+00,816a69efb82c476fb6cac040c2fb5923
124.689255856989,11.3014899924391,"5397856512",node,9.375,pharmacy,,JH Lloren,,,,,,,,,,,,,,,,,,,,,,,,57032709,3,2018/03/09 13:42:49+00,9d74f3c80081474c8d5bd25f39cdef36
124.689763129769,11.3011518664651,"5398454586",node,9.375,dentist,,Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,57034010,5,2018/03/09 14:30:22+00,062fe0d32fcd49cb93c4df3e39cc5a94
124.68962977369,11.3011348512016,"5398454590",node,9.375,pharmacy,,Generika Drugstore,,,,,,,,,,,,,,,,,,,,,,,,57032709,3,2018/03/09 13:42:52+00,08b0f5a5f6b446f5bb3417dcd78abdc4
121.324806023608,14.0682754284695,"284629856",node,34.375,pharmacy,pharmacy,Mercury Drug,San Pablo Drug Corporation,,,,,Mo-Su 08:00-20:00,,,,,yes,,,,,,,,,"26",Regidor Street,"4000",San Pablo,138760582,15,2023/07/20 11:43:14+00,354719189e9d4188b51d306d00175829
,,"171348867",way,18.75,hospital,,Abella Midway Hospital,,,,,,,,,,,,,yes,,,,,,,,P. Valero Street,"8709",,64579820,2,2018/11/16 19:11:53+00,8b26df316b9a4d48a9e6cd250bbd7ced
121.043373985369,14.4140392441179,"567918089",node,21.875,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,Centennial Lane,"1781",Muntinlupa,78123074,9,2019/12/09 01:54:41+00,a0e35efd76fa45ef8a06868d8d8d325d
121.197214430387,13.8437011922174,"5406567625",node,12.5,hospital,hospital,St. John Women's Clinic,,,,,,,,,,,,,,,,,,,,,,,,87890988,2,2020/07/12 22:52:18+00,f857b16a23134d8fb9cbb962eedceaba
120.958187865226,15.4758538766349,"5408632921",node,15.625,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,Maharlika Highway,,,121946642,3,2022/06/04 16:57:17+00,59368cce3123412e934a8d63856d69e3
121.128023244613,14.2564373362315,"5411638223",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,121166183,3,2022/05/18 22:08:41+00,3b9ae30472c54dc7a1321940d891a30a
121.063821889618,14.6860828802507,"5413703123",node,12.5,doctors,,Doc Leo,,,,,,,,,,,,,,,,,,,,,Fernville,,,56374614,1,2018/02/15 06:46:24+00,70de40784a1648f19ee6438c36a229cd
120.680638156899,15.0393556238571,"5414076321",node,15.625,dentist,dentist,,,,,,,Mo-Sa 09:00-18:00,,,,,,,,,,,,,,,MacArthur Highway,,,123439161,3,2022/07/10 16:32:38+00,e4bdb51130cc4868af7c8cf3fb241b70
125.583288173482,7.06019267190828,"5415647322",node,18.75,doctors,,,,,gynaecology,,,,,,,,,,,,,,,,,,MacArthur Highway,"8000",Davao City,152067250,2,2024/05/31 08:00:47+00,79becfbeed1d436fbaca493d9c48b64e
120.957599539442,15.4761516856546,"5424020943",node,12.5,pharmacy,pharmacy,Kekoa Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,96405900,2,2020/12/25 00:35:33+00,3fe14bb658e144dabe3ce11b0fa788d4
121.101352783086,14.5851369381231,"5426168408",node,25,clinic,clinic,Well Family Clinic,,extrapolation,gynaecology,,,,,,,,,,,,,,,,,"147",Countryside Avenue,,,122896173,4,2022/06/27 08:08:34+00,78518e8d86204238af1aafe2e8538b2c
120.901457049072,14.412005794408,"5428323984",node,18.75,dentist,,,,Schadow1 Expeditions,,,,,,,,,,,,,,,,,,,Lancaster Boulevard,"4103",Imus,123632369,3,2022/07/15 04:16:56+00,d75bc88f745e4d07a2263a10c4914476
120.99418604388,14.5384324707261,"25389083",node,9.375,pharmacy,,Bentaub Drugstore [small],,,,,,,,,,,,,,,,,,,,,,,,203123,3,2008/04/20 11:22:57+00,25a40344a30043458011cc6d7d402f22
121.838548627091,13.4485738342092,"5431384927",node,12.5,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,134811927,2,2023/04/12 11:13:35+00,267f93028ddc454d8e84be3b9d9ed299
121.838392723692,13.448549359052,"5431387328",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,134811927,3,2023/04/12 11:13:35+00,6a3adcf6462e499dad4e1af042e31211
121.829571357335,13.459251540662,"5431397425",node,9.375,clinic,,"Health, Nutrition and Evacuation Center",,,,,,,,,,,,,,,,,,,,,,,,80718261,2,2020/02/08 09:29:21+00,3359b0f70e904150a75ca2960c030127
121.059202287503,14.6359767850888,"5436534106",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,,,,,,,,,,,V. Luna Road Extension,,,138619588,6,2023/07/17 12:17:07+00,395dd5bd8d8d4df0b6a509a6b6e7ea8a
120.820956245165,16.7991045953614,"5437222118",node,9.375,doctors,,MLP Medical Clinic and Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,129529787,2,2022/11/29 17:05:00+00,3a491708cac14d0db54e331717ad1622
120.82126922543,16.8011386318045,"5437222243",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,2,2018/10/08 03:05:00+00,dcc58d0ed9be4d9395773298c078446f
120.821303926509,16.8014499356884,"5437222310",node,12.5,pharmacy,pharmacy,Bug's Care Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,56686956,1,2018/02/26 11:25:14+00,1cb13f58ad6b44a89d4c7331040ec440
120.820950042557,16.8021337313493,"5437222357",node,12.5,pharmacy,pharmacy,Cedar Point Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,56686956,1,2018/02/26 11:25:15+00,7135419b2e984a288e7f5c88556cf489
120.820940068092,16.8038838727319,"5437222372",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,2,2018/10/08 03:05:01+00,396d7041724d496dae1e835e316587a6
121.05821825207,14.3434656310537,"5437889823",node,25,dentist,dentist,Dr. Noemi Alfonso Dental Clinic,,,dentistry,,,Mo-Sa 09:00-17:30,,,,,,,,,,,,,,,Macaria Drive,"4023",,139321697,4,2023/08/01 23:44:33+00,07a163fd8ad1434596a24c78c4f9de6a
121.560711251846,15.7575277327808,"5441358925",node,9.375,pharmacy,,MERCURY DRUG,,,,,,,,,,,,,,,,,,,,,,,,56739239,1,2018/02/28 00:27:21+00,77f78342b80f4f49bc91019239a90fa3
,,"172632411",way,18.75,pharmacy,,Watsons,,,,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,"8000",Davao City,121278917,4,2022/05/21 11:50:55+00,9073991e07d6489fb685e69744454314
,,"172780745",way,12.5,hospital,,Iloilo Provincial Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,47622724,3,2017/04/10 13:06:48+00,1fe2b549c2cb40e3b3ea9073ebf46222
,,"172780740",way,12.5,hospital,,WVMC-Mental Hospital,,,,,,,,,,,,,no,,,,,,,,,,,21122754,3,2014/03/15 19:27:27+00,151b61d47f614ec8afbbdafa660f9bf6
,,"172811383",way,9.375,clinic,,Lumban Health Center,,,,,,,,,,,,,,,,,,,,,,,,55569745,2,2018/01/19 06:47:27+00,7da96cbcdc2f4002837be96b4b18df1d
,,"172909311",way,31.25,hospital,hospital,Las Piñas City Medical Center,,,,,,,"66",,,,,,yes,,,,,,,"1314",Marcos Alvarez Avenue,,Las Piñas,133463309,11,2023/03/09 04:52:04+00,b9286da70c364648bfa69c1acee1ad6c
125.544964435792,7.05433347013289,"5448348826",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,2,2018/10/08 03:05:01+00,63c96384ae004b36bd4225c30eec078d
124.722080563283,7.63817242111307,"5456387421",node,9.375,hospital,,Wao District Hospital,,,,,,,,,,,,,,,,,,,,,,,,56897628,1,2018/03/05 10:21:55+00,6e6c4f083114400088702ae804f9e0d0
121.152653970003,14.5243126519161,"5458058512",node,21.875,pharmacy,pharmacy,Generika,,,,,,,,,,,,,,,,,,,,,M.L. Quezon Avenue,"1930",Angono,92976425,2,2020/10/24 01:40:46+00,1bc07861064347b58b0eb958be53a597
120.59127742988,15.3330562537715,"5460238622",node,12.5,doctors,doctor,Capas Rural Health Unit,,,,,,,,,,,,,,,,,,,,,,,,56969124,2,2018/03/07 13:40:27+00,9a79bab82cff453394fd1c8967c437a3
121.221567966239,16.9753652902644,"5460362422",node,12.5,hospital,,Mayoyao District Hospital,,,,,,24/7,,,,,,,,,,,,,,,,,,62639795,4,2018/09/16 16:14:44+00,bf27b387905e4548a51bb9d5638b9b27
121.221424719513,16.9736819526501,"5460378221",node,18.75,doctors,doctor,Rural Health Unit,,,,,,Mo-Su 07:30-17:00,,,,,,,,,,,,,,,,"3602",,56969124,2,2018/03/07 13:40:27+00,e0edd3b700cb4fc0b5d15b79f8937e90
,,"173143301",way,9.375,hospital,,Good Shepherd Hospital of Panabo,,,,,,,,,,,,,,,,,,,,,,,,12510116,1,2012/07/27 11:22:03+00,aaca9381dc5c440b9fde952def76b117
121.237529540633,14.0612020242004,"5461531124",node,25,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,no,,,,,,,,,,Maharlika Highway,"4001",Alaminos,96334310,6,2020/12/23 15:09:20+00,48214c0d03a14627b332069f4e0efbf6
,,"173148422",way,9.375,pharmacy,,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,12510656,1,2012/07/27 12:07:42+00,1131a146cf01472a9f53e862f2b3242b
123.98413671824,10.3923964855906,"5462252624",node,9.375,pharmacy,,ThreeSixty Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,56985460,2,2018/03/08 02:25:14+00,4942aca85a344e91ac25a4429146daea
125.020859453054,11.1093455910223,"5464912423",node,15.625,pharmacy,pharmacy,Mercury Drug Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,82087649,4,2020/03/12 03:35:23+00,8f1ad2c4b802449ca04d6a4d857bc6f4
121.018077988324,14.5575737200892,"5466105622",node,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,57021365,1,2018/03/09 06:18:18+00,39c53699cc9449f8a68509fa88f4e361
124.234555379461,8.22940898837712,"5466362521",node,9.375,pharmacy,,Rose,,,,,,,,,,,,,,,,,,,,,,,,103303624,2,2021/04/21 03:51:55+00,39e54ab997794d3094e853a92abb8e73
122.088457920056,13.7836388210089,"5470282323",node,9.375,clinic,,Health Center,,,,,,,,,,,,,,,,,,,,,,,,57073342,1,2018/03/11 05:44:21+00,075294e591704823a6c36ffe420ff9f1
124.092615476749,9.91367984381333,"5470418128",node,9.375,pharmacy,,Juguio Quiao Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,57074881,1,2018/03/11 08:01:14+00,ca751b3424e148be9ae21c57e3a06d3b
,,"173602684",way,9.375,hospital,,Callang Hospital,,,,,,,,,,,,,,,,,,,,,,,,145411914,2,2023/12/22 16:00:54+00,1b1e5d24c59c4028aab75c788f5d01ae
124.685473942277,11.300879789888,"5474477238",node,9.375,clinic,,LTO Medical,,,,,,,,,,,,,,,,,,,,,,,,57130402,1,2018/03/13 02:55:18+00,c461dd308a4c44ef97cb3d7cc2b68ddc
124.68561484207,11.3010625991963,"5474477240",node,9.375,clinic,,LTO Medical,,,,,,,,,,,,,,,,,,,,,,,,57130402,1,2018/03/13 02:55:19+00,7cbc440a9ad144359accd9085eda1484
,,"173723685",way,12.5,hospital,,San Carlos Doctor Hospital,,San Carlos City (http://www.sancarloscity.gov.ph/),,,,,,,,,,,,,,,,,,,,,,53165747,3,2017/10/23 01:47:09+00,fc9915c7a9e04fb88c037de36991861e
121.937725568554,14.7146420360197,"5476843329",node,9.375,pharmacy,,Nelia Seño,,,,,,,,,,,,,,,,,,,,,,,,57163282,1,2018/03/14 01:37:36+00,9c96af7d76a642819ee9035ce83312e8
119.980028230599,16.1548721879974,"5477612597",node,18.75,pharmacy,pharmacy,Damas Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,Alaminos,133113418,3,2023/02/28 05:25:14+00,2247ab9c9d21437eb55c8cb1bafaf199
119.979729667208,16.1544474769636,"5477612604",node,21.875,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Marcos Avenue,,Alaminos,57173686,2,2018/03/14 10:44:21+00,9e287f719c134f2e940e5710751611f1
119.980210620812,16.1548085693523,"5477821813",node,21.875,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Marcos Avenue,,Alaminos,133113418,4,2023/02/28 05:25:14+00,1faab8d427bc40af9241ce80652c37e2
119.980168124563,16.1547342218711,"5477821812",node,21.875,pharmacy,pharmacy,Lucky A's Drugstore,,,,,,,,,,,yes,,,,,,,,,,Marcos Avenue,,Alaminos,133113418,3,2023/02/28 05:25:14+00,9914c3bbc4f44f6fa047ca089bf4d1dd
119.979696223414,16.1543419488026,"5477912308",node,21.875,pharmacy,pharmacy,L&A Pharmacy,,,,,,,,,,,yes,,,,,,,,,,Marcos Avenue,,Alaminos,133113225,3,2023/02/28 05:16:17+00,5aab8cc992514dad9c09f1c901147a1e
121.967084274066,14.8390265454485,"5479450721",node,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,104541809,2,2021/05/12 03:49:28+00,3071e924056340aeaa8d54484096bf35
120.98375828578,14.5979213521194,"286653629",node,25,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Quezon Boulevard,"1001",Manila,142687200,11,2023/10/16 23:46:21+00,c608efb5fc0040dfb3f1ce236a041e75
123.870581376254,10.286461299418,"5482145529",node,15.625,pharmacy,pharmacy,4K Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,61028809,2,2018/07/24 15:49:27+00,78e9eca9e1c447d4867bb505379d9347
119.995846474449,16.1474766671893,"5483646159",node,12.5,clinic,clinic,Pocal-pocal Health Care,,,,,,,,,,,,,,,,,,,,,,,,107771228,2,2021/07/11 07:56:10+00,505cc8ab646b4036bfb5e94ff202969b
119.984611455254,16.1518953550853,"5483755664",node,18.75,clinic,clinic,JDA Medical & Lying In Clinic,,,,,,,,,,,,,,,,,,,,,Quezon Avenue,,Alaminos,132866507,3,2023/02/22 07:52:11+00,cc23993e34d349f8a1680682d5908ba1
121.993583828587,14.8202602186143,"5483792322",node,12.5,health_post,clinic,San Rafael Health Station,,,,,,,,,,,,,,,,,,,,,,,,108081262,2,2021/07/16 03:38:05+00,2e1b1899983b42fda93e81fbcd9e612d
119.982105266205,16.1535726577294,"5483799214",node,15.625,pharmacy,pharmacy,St Joseph Drug,,,,,,,,,,,yes,,,,,,,,,,,,,132867431,2,2023/02/22 08:18:55+00,b255d672421f4242bca99cee6667e7dd
119.980865079812,16.1550093997523,"5483806550",node,21.875,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,Quezon Avenue,,Alaminos,133117099,4,2023/02/28 08:01:29+00,8eae6ea37aa447879003b743e6a5aa0e
120.995122218646,14.5647453602635,"5485531021",node,9.375,pharmacy,,United Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,57279255,1,2018/03/18 00:25:36+00,145f5efd6e2f4fbf9eba75a369b8ff1d
123.9803242934,10.389143468969,"5490029622",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,3,2018/10/08 03:05:01+00,f6309d8e8bc64eaea574280b086212e3
124.634783460826,12.4993916961386,"5491367121",node,9.375,doctors,,Dr. Layon,,,,,,,,,,,,,,,,,,,,,,,,57353726,1,2018/03/20 14:11:59+00,7f693dd034544eefa52587aac42a83c7
120.935520265379,14.7114640374314,"582962400",node,21.875,doctors,doctor,Obando Health Center,Oband Municipal Government,Benta Serbisyo,,,,,,,,,,,,,,,,,,,J. P. Rizal Street,,,139197092,6,2023/07/30 06:51:37+00,b3b9a437997d416fabf3d6a6343eda81
120.880309758822,14.4278191767542,"5492723133",node,15.625,pharmacy,pharmacy,Noveca Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,57373552,1,2018/03/21 06:20:09+00,d31c299b585a4d1695b117ba3b96e769
119.980865498907,16.1551607769237,"5493383946",node,21.875,pharmacy,pharmacy,Watsons,,,,,,,,,,,no,,,,,,,,,,Quezon Avenue,,Alaminos,131627319,3,2023/01/23 22:43:30+00,aca7125529c44988b4e1bee25cc9a766
119.864980826029,16.1837759238058,"5493671856",node,21.875,hospital,hospital,CM San Juan PCF-Infirmary,,,,,,,,,,,,,yes,,,,,,,,Rizal Street,,Bani,144255793,2,2023/11/20 17:15:40+00,833c142f7c39470691167d117b30fc3f
125.614750569054,6.41332315016777,"5495124724",node,9.375,clinic,,Fanlo Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,103352274,2,2021/04/21 16:00:18+00,b4731037ea15476c96ec744d584e48eb
125.61385747727,6.41401985395956,"5495142622",node,9.375,clinic,,Estacion Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,103352274,2,2021/04/21 16:00:18+00,281c963cd4af43219b4606943eeaea2f
125.613815819212,6.41115835603514,"5495142626",node,9.375,pharmacy,,Malita Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,103352274,2,2021/04/21 16:00:18+00,2e12da9157704c158645c0f62ece7675
125.613838198893,6.41143856305823,"5495142625",node,9.375,pharmacy,,Josie's Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,103352274,2,2021/04/21 16:00:18+00,b39ee48433b5407e8780bd456e0427a4
120.38694222085,17.5749103352301,"5495665083",node,9.375,clinic,,Vigan City Health Office,,,,,,,,,,,,,,,,,,,,,,,,57412960,1,2018/03/22 08:17:54+00,35c2f1b1399a438788e6db5d4beadd71
122.957801089295,14.1216248172454,"5495686921",node,12.5,pharmacy,pharmacy,Botica Sto. Rosario,,,,,,,,,,,,,,,,,,,,,,,,151460234,2,2024/05/17 15:29:25+00,e5f22fb601b54d2081cbf38d6e5c09ac
122.957985658802,14.1219899329477,"5495687221",node,9.375,,optometrist,Eye Clinic - Gemma Palafox,,,,,,,,,,,,,,,,,,,,,,,,151460234,2,2024/05/17 15:29:25+00,defc9ec46ff14d7baed9e64e3a22b52c
122.969510691847,14.1306650350942,"5496342123",node,9.375,clinic,,Borabod Barangay Health Station,,,,,,,,,,,,,,,,,,,,,,,,57501685,2,2018/03/25 07:36:15+00,bef73505a7d945f6961eaff9e7c2ba7f
122.923882628456,14.1359120226618,"5498003824",node,12.5,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,63294186,2,2018/10/08 03:05:01+00,0c17710d991840e080fbb08bab79bbb1
122.924768847078,14.135122782659,"5498007530",node,12.5,clinic,clinic,Talisay Municipal Health Office,,,,,,,,,,,,,,,,,,,,,,,,111431297,3,2021/09/20 05:19:39+00,8eb6aeeee6304fa981be78bfd9c32676
124.9894336864,11.1596292987125,"5500155919",node,15.625,pharmacy,pharmacy,Generika Drugstore,,,,,,,,,,,yes,,,,,,,,,,,,,57475290,1,2018/03/24 05:27:22+00,3334e35a37884b68b6069d20e1131576
125.646984518812,7.10703594362184,"5500538122",node,9.375,hospital,,New Day Recovery Center (Babista),,,,,,,,,,,,,,,,,,,,,,,,57479528,1,2018/03/24 10:08:39+00,468626ae3f2a4247a8aeefb426c9548a
125.355916477046,6.7550920669446,"5501103926",node,15.625,pharmacy,pharmacy,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,Rizal Avenue,,,139331675,3,2023/08/02 07:21:12+00,85bbca99498a43e388cbd7ee2564fd9a
119.985863376312,16.1652678434083,"5501193899",node,12.5,hospital,hospital,Emergency,,,,,,,,,,,,,,,,,,,,,,,,57485255,2,2018/03/24 13:26:45+00,69ed631c59874f9faefb8f5b0894d8e3
120.95746299824,14.6871412631644,"583450580",node,12.5,pharmacy,,Mercury Drug,,GPS,,,,,,,,,,,,,,,,,,,,,,9023665,4,2011/08/15 06:35:59+00,be1dae27b92e4d0a8267e36d31a3b62a
123.884561049643,10.3027622570718,"5502929087",node,15.625,pharmacy,pharmacy,TLC Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,57505446,1,2018/03/25 11:39:40+00,1bb54f5e3e7243b0866318b9bf3beef9
,,"174720322",way,18.75,hospital,hospital,Rafael Lazatin Memorial Medical Center,DOH,"Bing;guesstimated",,,,,,,,,,,,,,,,,,,,,,110688291,5,2021/09/03 17:08:24+00,c4e74ebe93c9437e96ae4cb94e09f918
119.980289745978,16.1569963298996,"5504231372",node,21.875,dentist,dentist,Sison Dental Clinic,,,,,,,,,,,,,,,,,,,,,"C,P. Garcia Street","2404",Alaminos,57521206,1,2018/03/26 02:39:38+00,50c7236b1cb646e6b83682550fe872e7
119.984006365664,16.1642053533621,"5504231366",node,21.875,clinic,clinic,Accumed Diagnostic Center,,,,,,,,,,,,,,,,,,,,,Lucap-Magsaysay Road,"2404",Ploblacion,57521206,1,2018/03/26 02:39:37+00,e34b6bfbbb70413998720b8542ecedb5
119.984039222725,16.1642663736172,"5504231367",node,21.875,clinic,clinic,We Care Medical Clinic,,,,,,,,,,,,,,,,,,,,,Lucap-Magsaysay Road,"2404",Ploblacion,57521206,1,2018/03/26 02:39:38+00,40bd5eed660840fb8f281f687c1e463e
119.979911219231,16.157055338498,"5504255766",node,25,clinic,clinic,Asuncion Internal Medicine,,,nephrology,,,,,,,,,,,,,,,,,,M. Rabago Street,"2404",Alaminos,57521456,1,2018/03/26 03:06:53+00,cd85960bf2df4c7083a8029dcb8f4a45
123.493387016266,9.15815118500686,"5507936977",node,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,57562187,1,2018/03/27 10:14:19+00,9ffe8beb59344a8fb35b827b2098b498
119.979060958973,16.1522335648784,"5508519425",node,25,clinic,clinic,ADH-LENZ,,,"radiology;biology",,,,,,,,,,,,,,,,,,Marcos Avenue,"2404",Alaminos,57568624,1,2018/03/27 13:55:43+00,39c41667348042f8a7749f27f9c9ed66
119.979661522335,16.1542286254717,"5508617834",node,21.875,pharmacy,pharmacy,Carmiflor,,,,,,,,,,,,,,,,,,,,,Marcos Avenue,"2404",Alaminos,133112319,2,2023/02/28 04:26:26+00,7056b982b6664ff495e8c1c342cea873
119.966024920243,16.1001658529167,"5511318873",node,18.75,clinic,clinic,Alaminos DOTS Center II,PhilHealth,,TB,,,,,,,,,,,,,,,,,,,,,57598837,1,2018/03/28 12:23:51+00,d4425bb6ad1a489f8e20719f3b6fead9
,,"175014349",way,9.375,clinic,,MIA Health Center,,,,,,,,,,,,,,,,,,,,,,,,55569745,3,2018/01/19 06:47:27+00,5fc39fdbb407429ca9f65ed3deeaca60
,,"175024244",way,18.75,hospital,hospital,Fatima University Medical Center,,,,private,,,,,,,,,,,,,,,,,,,Valenzuela,104937695,6,2021/05/19 07:36:54+00,f9b1451ef8dc4cee8efaea2a14799e09
121.033826075645,14.3306452586927,"5512531322",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,69117555,2,2019/04/11 15:09:45+00,4af8f18672da4ecba9538d48f5cf34ed
121.020344035847,14.6620469347104,"5512900338",node,12.5,dentist,,A. P. Simon Dental Clinic,,,,,,,,,,,,,,,,,,,,,Congressional Avenue,,,146968992,3,2024/02/02 03:52:41+00,dcf4946a59ec44a2bd4384286d5d7b21
121.002975559005,14.638502420153,"5514325010",node,28.125,,laboratory,Hi-Precision Diagnostics,Hi-Precision Diagnostics,,,,,Mo-Sa 06:00-18:00,,,,,,,,,,,,,,"W. Long Building, 440-442",Del Monte Avenue,"1105",Quezon City,121809566,5,2022/06/01 12:00:34+00,068be8f5955c46269b6db6c6f9e82565
